med,classRank,OR_std,OR,SE_OR,numInClass
607,193,6.071454798842126,.89021999,.14662383,2
608,193,2.340755046985098,.76906514,.3285543,2
609,194,6.856021406975342,1.0287389,.15004896,1
610,195,3.836517755060626,.92599082,.24136232,4
611,195,3.510254139292659,.61066693,.17396659,4
612,195,2.018103605880827,.89119899,.4416022,4
613,195,2.022436424468086,1.2843913,.63507128,4
615,196,7.421971084435588,1.6168003,.21783975,1
616,197,5.781890116546984,1.0501949,.18163522,2
617,197,.8519115284712139,1.0837111,1.2720935,2
618,198,2.985998308156572,.97824073,.32760927,3
619,198,1.282539975954698,.62776905,.48947328,3
620,198,.0012869221632184,.00001214772,.0094393585,3
622,199,6.360883734969284,.98823011,.1553605,1
623,200,4.745000163148249,.64574373,.1360893,1
624,201,2.114209707117398,.65972531,.31204346,1
625,202,4.254032816013394,3.2947657,.77450407,1
626,203,4.584892600621156,.96326029,.21009441,2
627,203,2.298637796934377,1.46527,.63745147,2
628,204,2.716317284209337,.90971941,.33490911,1
629,205,6.417229365970569,2.1198955,.33034435,1
630,207,4.540714210289265,5.0236211,1.1063504,1
631,208,5.495994778131533,1.2632046,.22984093,1
632,209,2.558676942726761,2.0458887,.7995885,2
633,209,3.091301855555143,.89986819,.29109684,2
635,210,3.489061787745491,1.2630429,.36200073,1
636,211,2.914398666430818,6.9686365,2.3911061,1
637,212,4.010871076305039,.61262709,.15274166,2
638,212,2.429148416674583,.50218171,.20673159,2
640,213,2.18193702361003,.69898617,.32035121,1
641,214,4.722507403319792,2.7050209,.57279336,1
642,215,4.39132542851289,.62918073,.14327809,2
643,215,2.701564674061532,.51230508,.18963273,2
645,216,2.514560341320498,2.1920698,.87175071,2
646,216,.1518755953770353,.021524062,.14172167,2
647,217,3.212863107410598,.63252306,.19687209,1
648,218,5.664802546608158,.87316859,.15413928,1
650,219,5.830153434714106,1.5545937,.26664713,2
651,219,1.037795388038983,.5665555,.54592216,2
652,220,4.544117024463519,1.0108156,.22244489,2
653,220,1.73999954260465,.79587454,.45739928,2
654,221,4.338818950687583,.983046,.22656995,1
655,222,3.318581030661216,3.1437922,.94733024,2
656,222,3.678036724778793,2.3104181,.62816614,2
657,223,1.923290259311501,.56963634,.29617804,3
658,223,1.923290259311501,.56963634,.29617804,3
659,223,1.923290259311501,.56963634,.29617804,3
660,224,2.292714210616003,.94429481,.41186765,1
662,226,7.298225993711934,1.1676887,.15999624,1
663,227,2.282173960011933,.60756403,.26622161,1
664,228,2.139563209294098,1.2472191,.58293164,2
665,228,1.543946782604897,2.8316052,1.8340044,2
667,229,3.428826805056924,5.5224247,1.6105872,1
670,230,4.677214745118464,1.1197562,.23940663,1
672,231,2.943933852826364,1.1560487,.39268839,1
673,232,3.319010901254061,.7738241,.23314901,2
674,232,1.286888821000622,.56355137,.43791768,2
675,233,2.219647567440795,1.148535,.51744026,1
676,234,5.009944818368766,4.2558284,.8494761,1
678,236,4.216858368932102,1.2431149,.29479647,1
679,237,3.151889274348243,.72619063,.23039852,2
680,237,2.295053836466681,1.4792659,.6445452,2
681,238,4.220905690763362,.69783419,.16532807,1
682,239,4.379065751628142,.85073233,.19427256,1
683,240,4.180435712601669,1.8373618,.43951443,2
684,240,2.33880934028071,.63976109,.27354136,2
685,241,2.065098766511429,.5012238,.24271178,1
686,242,3.785262792273031,1.0120175,.26735726,2
687,242,2.828941722984551,.69806695,.24675904,2
688,243,5.398494386282622,2.670758,.49472275,1
689,244,3.05363904311419,1.0291681,.33703005,2
690,244,.7213148226559003,.16492553,.2286457,2
691,245,5.921566850269258,.71068573,.1200165,2
692,245,2.329706800938532,.72767699,.31234702,2
693,246,1.468793354725313,.52486449,.357344,1
695,247,1.5339436013594,.67922252,.44279498,3
696,247,1.68788823001956,1.5591166,.92370844,3
697,247,1.183302135507592,1.1633413,.98313123,3
698,248,2.977781599832058,4.9781833,1.6717758,2
699,248,2.841216951259839,1.5481551,.54489154,2
700,249,2.628700993043999,1.7362145,.66048384,1
701,250,2.453524094511025,.82597739,.33664939,1
702,251,1.540622457882943,3.6077595,2.3417544,2
703,251,2.311395514214252,3.5058496,1.5167675,2
704,252,3.860906406049418,1.2344261,.31972444,2
705,252,1.76255190996661,2.0344422,1.1542594,2
706,253,3.783268513210604,4.467093,1.1807497,1
708,254,3.332666341573538,1.4184096,.42560804,1
710,256,4.204229197484078,1.8767657,.44639948,1
711,257,3.374308229548277,3.7410076,1.1086739,1
712,258,1.115553129941306,.31128415,.27904019,1
713,259,4.418124191382958,1.490033,.33725467,2
714,259,1.754607032123949,.2784124,.15867507,2
715,260,4.502100137919506,1.540972,.34227848,1
716,261,1.201234021420101,.46293196,.38538033,2
717,261,3.024942687880804,1.0175551,.33638823,2
718,262,2.204871969084262,1.2497392,.56680804,3
719,262,.8824173407412619,2.0452497,2.3177805,3
720,262,.002680218454835,.000016097627,.0060060876,3
721,263,4.18867894248601,1.0734426,.25627235,1
722,264,3.0971699905517,1.594538,.51483709,3
723,264,4.813471280727343,.75713634,.15729529,3
724,264,2.049717105162516,.91444385,.44613174,3
726,266,2.417068303439649,.55004185,.22756571,2
727,266,1.164969734563806,1.1156087,.95762891,2
728,267,9.458197416890119,.79818982,.084391326,1
729,268,2.957261507914087,1.1792622,.39876831,2
730,268,2.018183172630017,1.1513441,.57048541,2
731,269,.9363208607127647,.41413906,.44230464,2
732,269,1.093575621584499,1.2051927,1.1020662,2
733,270,3.310601526251421,1.1982358,.36193898,1
734,271,2.741242878296818,1.3143849,.47948503,1
735,272,2.880354244864956,.98103487,.34059522,1
736,273,1.27493479002313,.48494321,.38036707,1
737,274,.862924320288541,1.2726653,1.4748284,1
738,275,2.814034047125964,.658602,.23404194,1
739,276,3.531133903054598,.92245376,.26123443,2
740,276,1.493613377385328,.49700224,.3327516,2
741,277,3.236355689018487,.83188432,.25704354,1
742,278,3.6126822818061,1.126578,.31183976,1
743,279,2.423486136629786,2.9692996,1.2252183,1
744,280,3.32358272180076,1.9512365,.58708829,1
745,281,2.571304789550546,1.8802336,.73123717,1
746,282,1.181980836106332,2.3720143,2.0068128,1
747,283,2.351486278104976,1.3808503,.58722448,1
748,284,1.224801499427999,.75594634,.61719906,1
750,286,.8940048282529262,.97562343,1.0912955,1
751,287,1.709310170114583,3.0037944,1.7573138,1
752,288,2.248695559783612,1.251406,.55650306,1
753,289,2.076463365238759,1.9751745,.95122051,1
754,290,2.495057092905365,.89418411,.35838223,1
755,291,2.495057092905365,.89418411,.35838223,1
756,292,1.424973576548002,.66666263,.4678421,1
757,293,2.218045506605438,3.659867,1.6500415,1
759,294,1.981649964327811,1.9679749,.99309915,1
760,295,1.171497700625867,.85141921,.72677839,1
761,296,1.308885941615348,.35417473,.27059251,1
762,297,2.962028467808517,3.27349,1.1051514,1
763,299,1.442028097570727,.35773629,.24807858,1
764,300,1.467564610909806,1.0498791,.71538866,1
765,301,1.240931899852551,1.0052743,.81009626,1
766,302,.0021387473088119,.000016893298,.0078986883,2
767,302,.7187552328890234,.62885642,.8749243,2
768,303,.7986028477170003,1.3214513,1.654704,1
770,305,1.312662503226651,.31537932,.24025926,1
772,306,1.878126024180354,1.047592,.55778581,1
773,307,1.337386391404157,1.3427289,1.0039947,1
774,308,.8849915924934065,2.0351954,2.2996776,1
775,309,2.25055791008706,.61940259,.27522179,1
776,311,1.111881013487896,1.1753377,1.0570714,2
777,311,.8803220859420257,1.135319,1.2896632,2
780,313,.0029004215513652,.000081011429,.027930915,1
781,314,1.835649532770075,1.4108416,.76857895,1
782,315,2.836026158114908,2.1553679,.75999576,1
783,316,.8395768042453094,.30133751,.35891595,1
784,317,1.234871552677695,.98901707,.80090684,1
786,319,1.765803260170758,1.7409,.98589694,1
787,320,1.422549736288309,2.2274785,1.5658352,1
788,321,2.632559975674834,2.8093812,1.067167,1
789,322,1.261215971855318,.5253101,.41651082,2
790,322,.8083945553687376,1.9946954,2.4674776,2
791,323,2.029300190439877,3.2154527,1.5845131,1
792,324,1.204638132885424,2.9714971,2.4667134,1
793,326,2.06064866310012,.68589884,.33285579,1
794,327,2.06064866310012,.68589884,.33285579,1
796,329,1.764920867953317,1.6075137,.91081345,1
802,335,1.582367844517964,2.4909899,1.5742167,1
803,336,.8079118510330584,.96060431,1.1889964,1
804,337,2.31492095853783,1.0506251,.45384923,1
805,338,1.342155870399431,2.6453042,1.9709367,1
806,339,1.14052793035795,.70099729,.61462528,1
807,340,1.897140758678396,1.160864,.61190188,1
808,341,2.271954978536182,1.169848,.51490808,1
811,345,.851456787127286,.74780548,.87826592,1
813,347,1.119257959222801,1.2610109,1.126649,1
814,348,2.236907289745903,1.0138587,.45324126,1
815,349,1.443015451870594,.57383716,.39766529,1
816,350,1.47528382833982,2.3206868,1.5730443,1
818,352,.9105882046688462,.65051579,.71439075,1
819,353,1.4550509080138,1.7011474,1.1691326,1
822,356,1.120348910555283,2.8096974,2.5078771,1
823,357,.8548175054667893,.35237017,.41221684,1
829,364,.71160948851801,.15637259,.21974495,1
